siren,nom_raison_sociale,activite_principale,adresse,cedex,code_postal,complement_adresse,date_debut_activite,siret,pays
351837406,ADOPT PARFUMS,46.45Z,ZI AUGUSTE V 19 IMP LOU HAOU 33610 CESTAS,,33610,ZI AUGUSTE V,2012-01-10,35183740600856,France
884960477,TECHNIQUE SOLAIRE INVEST 49,35.11Z,26 RUE ANNET SEGERON 86580 BIARD,,86580,,2020-06-19,88496047700013,France
401375316,K PAR K,47.99A,148-156 148 RUE GALLIENI 92100 BOULOGNE-BILLANCOURT,,92100,148-156,2020-05-01,40137531604330,France
478356116,UNDIZ,47.71Z,6 RUE CASTERES 92110 CLICHY,,92110,,2009-11-24,47835611600028,France
973505357,FEDEX EXPRESS FR,52.29A,BP 7237 58 AV LECLERC BP 7237 69354 LYON CEDEX 07,69354,69007,BP 7237,2019-04-05,97350535700275,France
722620119,FIRST STOP AYME,45.31Z,17 - 19 17 RUE JEAN ZAY CS 50217 69800 SAINT-PRIEST,,69800,17 - 19,2022-05-31,72262011901773,France
800742538,FRINERGY PRODUCTION,35.30Z,OLONNE-SUR-MER 85 RUE DES PRIMEVERES 85340 LES SABLES D'OLONNE,,85340,OLONNE-SUR-MER,2016-06-13,80074253800039,France
304381379,SELECT T.T.,78.20Z,276 AV DU PRESIDENT WILSON 93200 SAINT-DENIS,,93200,,2017-10-20,30438137900201,France
601251614,BOLLORE ENERGY,46.71Z,ODET 29500 ERGUE-GABERIC,,29500,,2015-03-26,60125161400371,France
312147770,ARPEGE,56.29A,9-11 9 ALL DE L ARCHE 92032 PARIS LA DEFENSE CEDEX,92032,92400,9-11,2017-01-22,31214777002296,France
399292994,KOOKAI,47.71Z,42 RUE DE PARADIS 75010 PARIS 10,,75010,,2023-05-23,39929299402011,France
428559884,FUNECAP OUEST,96.03Z,5 CHE DE LA JUSTICE 44300 NANTES,,44300,,2017-04-01,42855988400054,France
818030421,VOLTAIRE ENR,64.20Z,19 AV DE LA GRANDE ARMEE 75116 PARIS 16,,75116,,2019-06-24,81803042100023,France
470500943,TAPIS SAINT MACLOU,47.53Z,330 RUE CARNOT BP 149 59391 WATTRELOS CEDEX,59391,59150,,2008-01-01,47050094300019,France
399226653,AUBERT FRANCE,47.78C,4 RUE DE LA FERME 68705 CERNAY CEDEX,68705,68700,,2008-01-01,39922665300018,France
340429653,UJA,47.71Z,117-119 117 QUAI DE VALMY 75010 PARIS 10,,75010,117-119,2011-08-01,34042965301437,France
301621884,ZOLPAN,46.73B,17 QUAI JOSEPH GILLET 69004 LYON 4EME,,69004,,2018-10-01,30162188400842,France
314925090,BATA FRANCE DISTRIBUTION,70.10Z,LA DEFENSE 9 TOUR EVE 1 PL DU SUD 92806 PUTEAUX CEDEX,92806,92800,LA DEFENSE 9 TOUR EVE,2008-01-01,31492509002939,France
411207012,SIXT SAS,70.10Z,42 AV DE SAXE 75007 PARIS 7,,75007,,2023-04-01,41120701200013,France
775761844,OXANCE,65.12Z,IMMEUBLE LE FORUM 33 RUE MAURICE FLANDIN 69003 LYON 3EME,,69003,IMMEUBLE LE FORUM,2018-09-01,77576184400957,France
470801168,CDC HABITAT,70.10Z,33 AV PIERRE MENDES FRANCE 75013 PARIS 13,,75013,,2018-11-05,47080116803039,France
383960135,CHRONOPOST,52.29A,3 BD ROMAIN ROLLAND 75014 PARIS 14,,75014,,2022-06-20,38396013502628,France
814500757,SAFM,96.03Z,62-68 62 RUE JEANNE D ARC 75013 PARIS 13,,75013,62-68,2023-05-02,81450075701267,France
911666824,IRISOLAR 28,35.11Z,BAT F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BAT F,2022-03-14,91166682400014,France
400461950,SFR FIBRE SAS,61.30Z,10 RUE ALBERT EINSTEIN 77437 MARNE LA VALLEE CEDEX 2,77437,77420,,2008-01-01,40046195000034,France
451647903,BRICO DEPOT,47.52B,30/32 30 RUE DE LA TOURELLE 91310 LONGPONT-SUR-ORGE,,91310,30/32,2008-01-01,45164790300017,France
432766947,FRANCE TELEVISIONS,60.20A,7 ESP HENRI DE FRANCE 75907 PARIS CEDEX 15,75907,75015,,2008-01-02,43276694700019,France
421100645,LA BANQUE POSTALE,64.19Z,115 RUE DE SEVRES 75275 PARIS CEDEX 06,75275,75006,,2008-06-30,42110064500967,France
817797095,ARPAVIE,87.30A,8 RUE ROUGET DE LISLE 92130 ISSY-LES-MOULINEAUX,,92130,,2016-07-01,81779709501242,France
348991555,ZARA FRANCE,70.10Z,22 RUE BERGERE 75009 PARIS 9,,75009,,2023-06-15,34899155502003,France
403035819,TERRENA PRO,70.10Z,LA NOELLE 44150 ANCENIS-SAINT-GEREON,,44150,,2021-06-16,40303581900016,France
449127885,JEFF DE BRUGES EXPLOITATION,47.24Z,PARC DU BEL AIR 12 AV JOSEPH PAXTON 77164 FERRIERES-EN-BRIE,,77164,PARC DU BEL AIR,2020-07-11,44912788500803,France
588505354,CAISSE FEDERALE DE CREDIT MUTUEL SOCIETE A MISSION (APPLICATION LOI PACTE),64.19Z,4 RUE FREDERIC-GUILL RAIFFEISEN 67906 STRASBOURG CEDEX 9,67906,67000,,2008-01-01,58850535400013,France
558503355,ROUGEGORGE LINGERIE,47.71Z,1 B RUE DU MOLINEL 59290 WASQUEHAL,,59290,,2017-11-27,55850335501468,France
775664873,BOUYGUES ENERGIES & SERVICES,43.21A,IMMEUBLE ATLANTIS 1 AV EUGENE FREYSSINET 78280 GUYANCOURT,,78280,IMMEUBLE ATLANTIS,2019-11-01,77566487304147,France
444600464,MAISON 123,47.71Z,57 ET 57 RUE HENRI BARBUSSE 92110 CLICHY,,92110,57 ET,2008-01-01,44460046400010,France
624500195,Z RETAIL,70.10Z,16 RUE GAILLON 75002 PARIS 2,,75002,,2020-02-01,62450019503509,France
343862652,FRAIKIN FRANCE,77.12Z,9-11 9 RUE DU DEBARCADERE 92700 COLOMBES,,92700,9-11,2015-11-13,34386265202906,France
439975640,FONDATION PARTAGE ET VIE,70.10Z,11 RUE DE LA VANNE CS 20018 92126 MONTROUGE CEDEX,92126,92120,,2013-07-01,43997564001382,France
542020862,LAPEYRE,70.10Z,3 BD DE SEBASTOPOL 75001 PARIS 1,,75001,,2021-06-01,54202086201925,France
775675655,UNION NATIONALE DU SPORT SCOLAIRE,93.12Z,UNION NATIONALE DU SPORT SCOLAIRE 13 RUE SAINT LAZARE 75009 PARIS 9,,75009,UNION NATIONALE DU SPORT SCOLAIRE,2011-11-01,77567565500010,France
392377248,MAXI TOYS FRANCE SA,70.10Z,91 RUE DE GUEBWILLER 68260 KINGERSHEIM,,68260,,2008-01-01,39237724800068,France
884276569,NEW NAF NAF,70.10Z,55 CHE LATERAL 93140 BONDY,,93140,,2020-06-16,88427656900016,France
331089474,TUI FRANCE,79.11Z,28 RUE JACQUES IBERT 92300 LEVALLOIS-PERRET,,92300,,2020-10-01,33108947403160,France
824541148,ACTION LOGEMENT SERVICES,84.12Z,19-21 19 QUAI D AUSTERLITZ CS 41455 75643 PARIS CEDEX 13,75643,75013,19-21,2018-11-01,82454114802432,France
351164488,SPODIS SA,47.72A,D AFFAIRES DU CHT. ROUGE 274 B AV DE LA MARNE 59700 MARCQ-EN-BAROEUL,,59700,D AFFAIRES DU CHT. ROUGE,2023-01-16,35116448802465,France
447895954,FRAIKIN ASSETS,77.11A,9-11-WEST PLAZA 9 RUE DU DEBARCADERE 92700 COLOMBES,,92700,9-11-WEST PLAZA,2003-03-24,44789595402518,France
342090834,NEXITY STUDEA,68.32A,TSA 10034 19 RUE DE VIENNE 75801 PARIS CEDEX 08,75801,75008,TSA 10034,2016-02-12,34209083402237,France
267500452,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,86.10Z,55 BD DIDEROT 75012 PARIS 12,,75012,,2022-09-12,26750045201928,France
377839667,HERTZ FRANCE,77.11A,BATIMENT A1 IMMEUBLE DIAGONALE SUD 6 AV GUSTAVE EIFFEL 78180 MONTIGNY-LE-BRETONNEUX,,78180,BATIMENT A1 IMMEUBLE DIAGONALE SUD,2019-03-01,37783966701946,France
884692849,MINSK BY CAP SUD,71.12B,63 RUE DU MORELLON 38070 SAINT-QUENTIN-FALLAVIER,,38070,,2023-03-20,88469284900679,France
884903360,TECHNIQUE SOLAIRE INVEST 50,35.11Z,26 RUE ANNET SEGERON 86580 BIARD,,86580,,2020-06-19,88490336000011,France
389756487,LOUIS PION SAS,47.77Z,101-109 101 RUE JEAN JAURES 92300 LEVALLOIS-PERRET,,92300,101-109,2020-03-02,38975648702057,France
451053383,VITALLIANCE,88.10A,5 RUE BLONDEL 92400 COURBEVOIE,,92400,,2019-03-25,45105338300837,France
350791612,FOUCRAY DECO,47.53Z,38 RUE FRANCOIS 1ER 75008 PARIS 8,,75008,,2008-01-01,35079161202521,France
852818111,IRISOLAR 17,35.11Z,BAT F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BAT F,2020-09-08,85281811101728,France
493821821,CELTAT,47.71Z,BAT D 19 RUE CLAUDE CHAPPE 35510 CESSON-SEVIGNE,,35510,BAT D,2023-04-14,49382182101787,France
059801324,ONET,70.10Z,36 BD DE L OCEAN 13009 MARSEILLE 9,,13009,,2009-03-31,05980132403021,France
057802753,COMASUD,46.73A,"LE GRAND BLEU,BAT B,1ER ETAGE 29 BD GAY LUSSAC 13014 MARSEILLE 14",,13014,"LE GRAND BLEU,BAT B,1ER ETAGE",2021-12-15,05780275301903,France
312326275,ORGANISATION VOYAGES PLANCHE,79.11Z,20 AV RENE CASSIN 69009 LYON 9EME,,69009,,2015-10-27,31232627500749,France
572165652,GSM,68.20B,TOUR ALTO 4 PL DES SAISONS 92400 COURBEVOIE,,92400,TOUR ALTO,2022-03-01,57216565202144,France
439793811,EG RETAIL (FRANCE) SAS,47.78B,IMMEUBLE LE CERVIER B 12 AV DES BEGUINES 95806 CERGY PONTOISE CEDEX,95806,95800,IMMEUBLE LE CERVIER B,2010-10-13,43979381100035,France
399258516,DELTA LINGERIE,47.71Z,16 RUE DE PROVIGNY 94230 CACHAN,,94230,,2008-06-30,39925851601305,France
775689078,OFFICE CENTRAL DE COOPERATION A L ECOLE,94.99Z,101 B RUE DU RANELAGH 75016 PARIS 16,,75016,,2015-09-01,77568907800019,France
177501517,PREFECTURE DE POLICE DE PARIS,84.24Z,9 BD DU PALAIS 75195 PARIS CEDEX 04,75195,75004,,2008-01-01,17750151700011,France
702019902,FRANCE LOISIRS,58.11Z,31 RUE DU VAL DE MARNE 75013 PARIS 13,,75013,,2017-09-01,70201990203852,France
318906591,LA BRIOCHE DOREE,70.10Z,52 AV DU CANADA 35200 RENNES,,35200,,2016-07-01,31890659102716,France
957526858,TOUPARGEL,47.11A,13 CHEMIN DES PRES SECS 13 CHE DES PRES 69380 CIVRIEUX D'AZERGUES,,69380,13 CHEMIN DES PRES SECS,2018-01-01,95752685800627,France
326661774,SOCIETE SEIZE,47.78C,BATIMENT 258 SUD 45 AV VICTOR HUGO 93300 AUBERVILLIERS,,93300,BATIMENT 258 SUD,2010-03-01,32666177400918,France
343286183,PREVOIR VIE GROUPE PREVOIR,65.11Z,19 RUE D AUMALE 75009 PARIS 9,,75009,,2008-01-01,34328618300011,France
503027534,UNIVET,75.00Z,427 AV FONT ROUBERT 06250 MOUGINS,,06250,,2018-01-01,50302753400075,France
775666696,SECOURS CATHOLIQUE,88.99B,106 RUE DU BAC 75007 PARIS 7,,75007,,2008-01-01,77566669600015,France
889688180,TECHNIQUE SOLAIRE INVEST 61,35.11Z,26 RUE ANNET SEGERON 86580 BIARD,,86580,,2020-09-16,88968818000013,France
337804819,MAAF VIE,65.11Z,CHABAN CHABAN 79036 NIORT CEDEX 9,79036,79180,CHABAN,2008-01-01,33780481900015,France
775667363,COMPAGNIE DES EAUX ET DE L'OZONE PROCEDES M P OTTO,36.00Z,21 RUE LA BOETIE 75008 PARIS 8,,75008,,2016-11-15,77566736302470,France
775714991,COOP AGRICOL VENDEE APPROV VENTE CEREALE,46.21Z,12 BD REAUMUR BP 27 85001 LA ROCHE SUR YON CEDEX,85001,85000,,2008-01-01,77571499100277,France
922385950,IRISOLAR 30,35.11Z,BAT F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BAT F,2022-11-25,92238595000014,France
824363436,AFPA ACCES A L' EMPLOI,85.59A,TOUR CITYSCOPE 3 RUE FRANKLIN 93100 MONTREUIL,,93100,TOUR CITYSCOPE,2017-01-01,82436343600018,France
054800958,RICHARDSON,46.74B,2 PL GANTES 13002 MARSEILLE 2,,13002,,2008-01-01,05480095800016,France
844149781,IRISOLAR 18,35.11Z,BAT. F 1200 ALL OLIVIER PERROY 13790 ROUSSET,,13790,BAT. F,2020-09-08,84414978101519,France
830314654,THYGO 5,35.11Z,"TENERGIE ARTEPARC DE FUVEAU, BAT. A PLAN DE FABRIQUE 13710 FUVEAU",,13710,"TENERGIE ARTEPARC DE FUVEAU, BAT. A",2022-06-28,83031465401235,France
434004198,TEREVA,46.74B,ZI NORD 18 AV ARSENE D ARSONVAL BP 23516 01000 BOURG-EN-BRESSE,,01000,ZI NORD,2012-12-27,43400419800017,France
833590706,CHAUSSURES ERAM,47.72A,SAINT-PIERRE-MONTLIMART CEDEX SAINT-PIERRE-MONTLIMART CEDEX 49111 ST PIERRE MONTLIMART CEDEX,49111,49110,SAINT-PIERRE-MONTLIMART CEDEX,2018-05-01,83359070600010,France
451678973,CASTORAMA FRANCE,47.52B,ZONE INDUSTRIELLE 59175 TEMPLEMARS,,59175,,2021-11-05,45167897300012,France
530802438,SARL ROZAL RAILLON,35.11Z,32 CHE DE TOUNY 81150 LAGRAVE,,81150,,2021-06-24,53080243800040,France
880162151,PLACE DU MARCHE,47.11A,13 CHE DES PRES SECS 69380 CIVRIEUX D'AZERGUES,,69380,,2020-01-06,88016215100018,France
662043116,OFFICE NATIONAL DES FORETS,02.40Z,2 B AV DU GENERAL LECLERC CS 30042 94704 MAISONS ALFORT CEDEX,94704,94700,,2022-08-01,66204311604119,France
712044502,RIU AUBLET ET CIE,47.71Z,114 RUE DE TURENNE 75003 PARIS 3,,75003,,2018-12-04,71204450202397,France
478565898,SARL MS MODE FRANCE,47.71Z,53 PL DROUET D ERLON 51100 REIMS,,51100,,2016-12-25,47856589801612,France
481020022,PAREA,47.30Z,200 RUE DE LA RECHERCHE 59650 VILLENEUVE D'ASCQ,,59650,,2021-12-01,48102002201596,France
542110291,ALLIANZ I.A.R.D.,65.12Z,CS 30051 1 CRS MICHELET CS 30051 92076 PARIS LA DEFENSE CEDEX,92076,92800,CS 30051,2015-09-18,54211029104757,France
180060030,METEO-FRANCE,84.13Z,73 AV DE PARIS 94165 ST MANDE CEDEX,94165,94160,,2019-12-25,18006003002117,France
311315329,B&M FRANCE SAS,47.19A,8 RUE DU BOIS JOLI 63800 COURNON D'AUVERGNE,,63800,,2023-03-01,31131532900848,France
120060025,INSPECTION GEN DU TRAVAIL DES TRANSPORTS,84.13Z,TOUR SEQUOIA 1 PL CARPEAUX 92055 PARIS LA DEFENSE CEDEX,92055,92800,TOUR SEQUOIA 1,2008-01-01,12006002500059,France
440322808,DELISAVEURS,56.29B,117-133 117 AV DE LA REPUBLIQUE 92320 CHATILLON,,92320,117-133,2019-06-28,44032280803108,France
775685340,LA MUTUELLE GENERALE,65.12Z,1 RUE BRILLAT SAVARIN 75013 PARIS 13,,75013,,2015-04-01,77568534003557,France
804544674,RITUALS COSMETICS FRANCE SAS,47.75Z,6 RUE SAINT FLORENTIN 75001 PARIS 1,,75001,,2018-10-01,80454467400372,France
382372993,OPTICAL CENTER,47.78A,74 AU 76 74 RUE LAUGIER 75017 PARIS 17,,75017,74 AU 76,2008-01-01,38237299300636,France
300571049,PETIT FORESTIER LOCATION,77.12Z,11 RTE DE TREMBLAY 93420 VILLEPINTE,,93420,,2008-01-01,30057104900018,France
403259138,MANGO FRANCE,47.71Z,43 RUE LA FAYETTE 75009 PARIS 9,,75009,,2014-06-30,40325913801315,France
444330781,ALDI MARCHE,47.11D,ZONE D ACTIVITE DE LA PORT ZA L ILE DE FRANC 78660 ABLIS,,78660,ZONE D ACTIVITE DE LA PORT,2021-03-01,44433078100022,France
404362576,RESIDENCES SERVICES GESTION,55.10Z,96-104 96 AV CHARLES DE GAULLE 92200 NEUILLY-SUR-SEINE,,92200,96-104,2021-12-01,40436257601276,France
903869071,APAVE INFRASTRUCTURES ET CONSTRUCTION FRANCE,71.20B,6 RUE DU GENERAL AUDRAN 92400 COURBEVOIE,,92400,,2022-05-17,90386907100014,France
971204052,HILTI-FRANCE,46.63Z,126 RUE GALLIENI 92100 BOULOGNE-BILLANCOURT,,92100,,2019-09-16,97120405204256,France
775682024,SCOUTS ET GUIDES DE FRANCE,93.29Z,21-37-BAT D 2E ETAGE 21 RUE DE STALINGRAD 94110 ARCUEIL,,94110,21-37-BAT D 2E ETAGE,2019-07-01,77568202401398,France
844431486,NORMAL FRANCE,47.19B,7 BD SAINT MICHEL 75005 PARIS 5,,75005,,2022-09-23,84443148600399,France
775665029,SOC NATIONALE SAUVETAGE EN MER,84.25Z,8 CITE D ANTIN 75009 PARIS 9,,75009,,2018-10-01,77566502900242,France
318148467,BURTON,47.71Z,14-16 14 BD POISSONNIERE 75009 PARIS 9,,75009,14-16,2008-01-01,31814846700075,France
784363483,UNAFAM,88.99B,12 VLA COMPOINT 75017 PARIS 17,,75017,,2008-01-01,78436348300040,France
812674836,SUNGLASS HUT FRANCE,47.78A,1-6 1 RUE PAUL CEZANNE 75008 PARIS 8,,75008,1-6,2022-10-18,81267483600794,France
339403933,DARTY GRAND OUEST,47.54Z,PARC TERTIAIRE ERAUDIERE 32 RUE DE COULONGE BP 31525 44300 NANTES,,44300,PARC TERTIAIRE ERAUDIERE,2016-09-15,33940393300049,France
838431013,TOOANDRE,70.10Z,16 RUE HENRI BARBUSSE 38100 GRENOBLE,,38100,,2019-07-01,83843101300013,France
856802400,TOTALENERGIES PROXI NORD OUEST,46.71Z,11 RTE DE POMPIERRE CS 48612 44186 NANTES CEDEX 4,44186,44100,,2021-11-01,85680240000098,France
529221079,AKZO NOBEL DISTRIBUTION,46.73B,2 AV DE L INDUSTRIE 69960 CORBAS,,69960,,2012-04-05,52922107901326,France
332416114,LES DONNEURS DE VOIX,94.99Z,40 RUE D AUBIGNY 69003 LYON 3EME,,69003,,2021-06-29,33241611402182,France
519780795,SOCULTUR,47.62Z,HELIOPOLIS 17 RUE ARCHIMEDE 33700 MERIGNAC,,33700,HELIOPOLIS,2018-10-01,51978079501016,France
480080969,COLISEE FRANCE,87.10A,7-9 7 ALL HAUSSMANN CS 50037 33070 BORDEAUX CEDEX,33070,33300,7-9,2018-09-07,48008096900037,France
303376586,DARTY GRAND EST,47.54Z,LIEU-DIT L'EPOUX 135 RTE NATIONALE 6 69760 LIMONEST,,69760,LIEU-DIT L'EPOUX,2013-12-25,30337658600085,France
493318380,ALDI MARCHE CAVAILLON,70.10Z,ALLEES DES CABEDANS ALL DES CABEDANS 84300 CAVAILLON,,84300,ALLEES DES CABEDANS,2021-04-01,49331838000026,France
324501006,PHARMA DOM,77.29Z,10 AV ARISTIDE BRIAND 92220 BAGNEUX,,92220,,2022-01-21,32450100601672,France
445331192,LA MONDIALE GROUPE,66.22Z,MONS EN BAROEUL 32 AV EMILE ZOLA 59370 MONS-EN-BAROEUL,,59370,MONS EN BAROEUL,2008-01-01,44533119200010,France
329596985,COMITE CENTRAL DU GROUPE PUBLIC FERROVIAIRE,94.20Z,7 RUE DE CHATEAU LANDON 75010 PARIS 10,,75010,,2008-01-01,32959698500013,France
843625328,IRISOLAR 15,35.11Z,BAT F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BAT F,2020-09-08,84362532801555,France
789139789,COLRUYT RETAIL FRANCE,46.90Z,ZONE INDUSTRIELLE 39700 ROCHEFORT-SUR-NENON,,39700,ZONE INDUSTRIELLE,2018-05-16,78913978900018,France
832737860,THERMIQUE SOLUTIONS INDUSTRIE SNC,35.30Z,1 CRS ANTOINE GUICHARD 42000 SAINT-ETIENNE,,42000,,2017-10-17,83273786000011,France
848459285,CORNER CUISINE DISTRIBUTION,56.21Z,52 AV DE LA LIBERATION 33700 MERIGNAC,,33700,,2020-06-01,84845928500229,France
180043010,RESEAU CANOPE,85.60Z,TELEPORT 1 AV DU FUTUROSCOPE CS 80158 86961 FUTUROSCOPE CEDEX,86961,86360,TELEPORT 1,2017-09-08,18004301001485,France
453456014,CRECHES DE FRANCE,70.10Z,IMMEUBLE STORIES 7 RUE TOUZET GAILLARD 93400 SAINT-OUEN-SUR-SEINE,,93400,IMMEUBLE STORIES,2022-11-01,45345601401249,France
722057460,AXA FRANCE IARD,65.12Z,313 TERRASSES DE L ARCHE 92727 NANTERRE CEDEX,92727,92000,,2008-01-01,72205746001971,France
382456051,CACHE CACHE,46.42Z,ZAC DE LA MOINERIE 10 IMP DU GRAND JARDIN 35400 SAINT-MALO,,35400,ZAC DE LA MOINERIE,2008-01-01,38245605100095,France
343403531,COLLECTES VALORISATION ENERGIE DECHETS - COVED,38.11Z,7 RUE DU DOCTEUR LANCEREAUX 75008 PARIS 8,,75008,,2019-07-01,34340353103351,France
180007015,OFFICE NATIONAL DES COMBATTANTS ET DES VICTIMES DE GUERRE,84.11Z,HOTEL NATIONAL DES INVALIDES 129 RUE DE GRENELLE 75700 PARIS SP 07,75700,75007,HOTEL NATIONAL DES INVALIDES,2008-01-01,18000701500019,France
306844622,JARDILAND,47.76Z,83 AV DE LA GRANDE ARMEE 75116 PARIS 16,,75116,,2020-10-30,30684462201091,France
490072337,C & M GESTION,68.20B,55 AV JEAN KUNTZMANN 38330 MONTBONNOT-SAINT-MARTIN,,38330,,2019-11-01,49007233700929,France
305635039,BASTIDE LE CONFORT MEDICAL,47.74Z,CTRE D'ACTIVITE EURO 2000 12 AV DE LA DAME 30132 CAISSARGUES,,30132,CTRE D'ACTIVITE EURO 2000,2008-01-01,30563503900194,France
784275778,CASDEN BANQUE POPULAIRE,64.19Z,1 B RUE JEAN WIENER 77420 CHAMPS-SUR-MARNE,,77420,,2018-03-12,78427577802426,France
841435753,IRISOLAR 13,35.11Z,1200 AV OLIVIER PERROY BAT F 13790 ROUSSET,,13790,,2020-09-02,84143575301806,France
338657141,ADA,77.11A,22 RUE HENRI BARBUSSE 92110 CLICHY,,92110,,2013-07-01,33865714100085,France
775684764,SOC MUTUELLE D'ASSURANCE DU BTP,65.12Z,8 RUE LOUIS ARMAND CS 71201 75738 PARIS CEDEX 15,75738,75015,,2017-09-01,77568476402155,France
120046149,DIRECTION GENERALE DES PATRIMOINES ET DE L'ARCHITECTURE,84.11Z,182 RUE SAINT HONORE 75033 PARIS CEDEX 01,75033,75001,,2014-04-02,12004614901203,France
388026957,CHARTEWAY FRANCE SASU,77.12Z,7 AV NIEPCE 78180 MONTIGNY-LE-BRETONNEUX,,78180,,2014-05-26,38802695701362,France
823187851,HABITAT PV 9,35.11Z,"C/O TENERGIE, ARTEPARC DE FUVEAU, BAT PLAN DE FABRIQUE 13710 FUVEAU",,13710,"C/O TENERGIE, ARTEPARC DE FUVEAU, BAT",2022-06-28,82318785101574,France
055200984,LARIVIERE,46.73A,BP 40446 36 B RUE DELAAGE BP 446 49004 ANGERS CEDEX 01,49004,49100,BP 40446,2008-01-01,05520098400270,France
775609621,VYV3 PAYS DE LA LOIRE - POLE ACCOMPAGNEMENT ET SOINS,65.12Z,67 RUE DES PONTS DE CE 49028 ANGERS CEDEX 01,49028,49000,,2008-01-01,77560962100070,France
786920306,CORA,47.11F,DOMAINE DE BEAUBOURG 1 RUE DU CHENIL CS 30175 77435 MARNE LA VALLEE CEDEX 2,77435,77183,DOMAINE DE BEAUBOURG,2016-04-01,78692030600093,France
775741440,STRICHER,77.12Z,283 A 287 283 RUE DE ROSNY 93100 MONTREUIL,,93100,283 A 287,2008-02-21,77574144000140,France
340234962,ALLIANZ VIE,65.11Z,1 CRS MICHELET CS 30051 92076 PARIS LA DEFENSE CEDEX,92076,92800,,2015-09-18,34023496207046,France
775678584,MUTUELLE NATIONALE TERRITORIALE MNT,65.12Z,4 RUE D ATHENES 75009 PARIS 9,,75009,,2016-11-14,77567858403070,France
309979631,LES COMPAGNONS,78.20Z,6 RUE TOULOUSE LAUTREC 75017 PARIS 17,,75017,,2017-05-15,30997963102885,France
879036895,OPERATEUR DE COMPETENCES DES ENTREPRISES DE PROXIMITE,94.99Z,53 RUE AMPERE 75017 PARIS 17,,75017,,2021-09-01,87903689500016,France
379548001,AUCHAN CARBURANT,47.30Z,200 RUE DE LA RECHERCHE 59650 VILLENEUVE D'ASCQ,,59650,,2021-12-01,37954800101078,France
554500199,TOTALENERGIES PROXI SUD EST,46.71Z,42 CRS SUCHET 69002 LYON 2EME,,69002,,2021-11-01,55450019904391,France
397767831,SOGETREL,42.22Z,143 AV DE VERDUN 92130 ISSY-LES-MOULINEAUX,,92130,,2012-03-26,39776783100811,France
512412628,L'OR EN CASH,70.10Z,12-14 12 RPT DES CHAMPS ELYSEES-MARCEL DASSAU 75008 PARIS 8,,75008,12-14,2018-09-03,51241262800954,France
490176120,APPART'CITY,55.20Z,125 RUE GILLES MARTINET 34070 MONTPELLIER,,34070,,2014-10-14,49017612000049,France
180014045,CENTRE NATIONAL DE LA FONCTION PUBLIQUE TERRITORIALE,85.59A,80 RUE DE REUILLY CS 41232 75578 PARIS CEDEX 12,75578,75012,,2011-06-27,18001404502245,France
823091707,LIPPI,43.39Z,2 RUE DES COLONELS RENARD 75017 PARIS 17,,75017,,2018-10-31,82309170700013,France
320955396,RUBIX FRANCE,46.69B,61 AV TONY GARNIER 69007 LYON 7EME,,69007,,2023-01-01,32095539602633,France
379601974,CARREFOUR VOYAGES,79.11Z,ZAE SAINT GUENAULT 1 RUE JEAN MERMOZ BP 70224 91002 EVRY CEDEX,91002,91000,ZAE SAINT GUENAULT,2008-01-01,37960197400833,France
399315613,METRO FRANCE,46.39B,ZA DU PETIT NANTERRE 5 RUE DES GRANDS PRES 92024 NANTERRE CEDEX,92024,92000,ZA DU PETIT NANTERRE,2008-01-01,39931561300014,France
345006027,VERISURE,80.20Z,1 PL DU GEN DE GAULLE 92160 ANTONY,,92160,,2020-02-13,34500602701582,France
410146468,PAULINE,46.42Z,ZAC DE LA MOINERIE 10 IMP DU GRAND JARDIN 35400 SAINT-MALO,,35400,ZAC DE LA MOINERIE,2014-09-30,41014646800021,France
418505343,MONDIAL PARE-BRISE,45.20A,3 RUE JOSEPH MONIER 92500 RUEIL-MALMAISON,,92500,,2018-12-31,41850534301071,France
311799456,SCHENKER FRANCE,52.29A,ZONE ARTISANALE NORD ET GARE 35 RUE PAUL HENRI GOULET 85600 MONTAIGU-VENDEE,,85600,ZONE ARTISANALE NORD ET GARE,2008-01-01,31179945600018,France
334873726,PROXISERVE,43.22B,155-159 155 RUE ANATOLE FRANCE 92300 LEVALLOIS-PERRET,,92300,155-159,2016-11-28,33487372602318,France
702021114,DERICHEBOURG PROPRETE,81.21Z,ZAC DE LA HAIE GRISELLE 6 ALL DES COQUELICOTS 94470 BOISSY-SAINT-LEGER,,94470,ZAC DE LA HAIE GRISELLE,2015-02-16,70202111400112,France
403092968,AU FORUM DU BATIMENT,46.74A,61-63 61 RUE DESNOUETTES 75015 PARIS 15,,75015,61-63,2016-05-13,40309296800029,France
379243165,SM AMIENS,47.71Z,49-51 49 RUE EMILE ZOLA 93100 MONTREUIL,,93100,49-51,2015-09-22,37924316500329,France
851965806,SOLAR PORTFOLIO 11,35.11Z,4 RUE DE LONGCHAMP 75116 PARIS 16,,75116,,2020-04-01,85196580600017,France
849439567,SMART SOLAR-5,35.11Z,20 RUE QUENTIN BAUCHART 75008 PARIS 8,,75008,,2019-03-21,84943956700017,France
